TS,TJ
248293214,248191781
216703950,216624209
218462675,218307894
242948794,242807413
220077607,219915702
184365488,184128524
207864711,207717242
216920566,216827961
220718674,220516032
231139207,231053745
229645001,229412786
235399691,235247134
226970859,226853312
237173476,236906220
238851776,238679415
198428929,198115126
220017776,219910104
209548374,209454131
222327222,222169401
217922505,217784522
227798498,227704646
235934776,235783522
234933138,234764445
231669184,231530676
231217428,231097772
203945220,203659102
212546859,212325384
227116248,226887275
237238817,237090468
237524334,237433545
243954251,243794791
239049807,238971560
234736722,234592380
234849440,234736097
243476956,243287478
215812189,215539093
263419762,263213820
266848650,266658018
272858867,272656094
262169434,262025888
270947232,270830565
272372968,272248743
284904710,284802891
274667090,274465726
279804004,279678653
201127249,200973527
225913750,225700461
238987160,238798854
240208829,240043818
241717165,241617514
238091518,238008204
235453287,235293005
236834079,236690780
252132234,252008699
249223640,248922649
234012867,233710555
224888471,224608724
231427444,231274804
231522174,231329389
241734191,241608953
245857148,245711379
244220419,244082810
241773022,241653692
239642440,239517656
240134440,239800090
234766697,234520183
222805872,222620580
231294085,231153785
235015159,234895247
226081214,225954730
234852781,234536242
241059541,240762924
245754585,245666833
241540549,241274933
239021500,238742331
209744363,209581199
206024785,205934234
215812142,215665615
217363785,217282795
225506884,225336672
240616583,240441205
239084101,238942372
246408348,246308991
245301529,245178283
245018083,244784903
214704897,214466817
207407801,207318028
210044318,209899539
224815903,224671824
217799243,217670070
220317765,220230806
234358928,234240036
244316682,244142396
240028763,239805750
249349006,249251690
212768922,212423292
214847240,214757728
236962241,236793068
234270463,234091044
236421065,236332688
226848353,226764540
232152497,231988373
232548812,232432874
233494363,233296702
253267951,252879923
218916965,218654826
227514071,227331776
236613091,236463966
231810944,231683839
248620792,248404442
231705254,231475185
232735553,232615224
238396314,238304517
239029944,238911594
243178683,243093944
204608898,204391099
214559741,214459001
224352661,224243548
222778165,222503903
230366204,230245154
226828761,226749634
234248831,234127997
237091648,236968586
230515436,230399035
242979856,242776788
181671362,181395088
213467395,213244492
220499136,220297063
216089491,215994746
227415609,227275194
222947719,222828157
228241369,228160944
231783389,231529413
235439000,235218580
232460425,232156901
218055104,217687189
238980510,238866069
236987016,236869577
233039074,232918794
234545834,234414935
231600922,231427216
243333085,243209755
232836048,232665961
241763613,241573424
244363175,244085248
222443345,222284236
221597730,221420424
228267999,228094406
230108685,230030585
226070339,225962421
231829511,231699341
231826003,231687223
229677008,229491026
245946720,245696776
247273417,247112940
215761888,215399134
219462487,219317264
229659291,229574506
222464169,222378381
235381797,235298574
238619035,238461670
226497589,226416869
238846935,238724260
232318878,232205278
232392336,232250373
218072616,217858189
228066307,227969223
225011329,224925859
243930620,243705372
240208956,240130759
246214804,246050923
255418071,255254695
255803774,255681058
251606534,251466809
252396424,252271913
175731142,175503824
214639053,214494344
209499719,209348303
221741282,221644742
224352199,224273299
216648425,216567032
227651662,227510909
219772839,219638959
220955621,220835764
232769036,232653863
206078556,205852705
225911971,225767011
224093205,223930497
230015633,229891075
226456170,226337214
